zoo,scientificName,commonName,givenName,gender,dateOfBirth,age,isTransportable
Kampokpok,Plegadis falcinellus,"Ibis, glossy",Bentley,Male,1980-10-05,68,true
Beishan,Varanus komodensis,"Dragon, komodo",Ida,Female,2011-04-21,42,true
Wujiayao,Nasua narica,"Coatimundi, white-nosed",Maurie,Male,2023-09-05,97,true
Maraã,Anser anser,"Goose, greylag",Bibi,Female,2023-05-25,91,false
Tacarigua,Hystrix cristata,"Porcupine, african",Franklyn,Male,2007-06-08,19,false
Yuanqiao,Ara chloroptera,"Macaw, red and blue",Cordi,Female,1985-01-10,79,false
San Ignacio de Velasco,Phalacrocorax niger,"Cormorant, javanese",Molli,Female,2015-11-13,46,false
Maple Creek,Ploceus rubiginosus,"Weaver, chestnut",Leila,Female,2008-03-01,80,true
Qianzhou,Tauraco porphyrelophus,"Turaco, violet-crested",Caz,Male,1983-05-18,96,true
Thành phố Bạc Liêu,Spermophilus lateralis,"Squirrel, golden-mantled ground",Seward,Male,2005-08-15,90,false
As Saffānīyah,Dusicyon thous,Crab-eating fox,Billy,Female,1992-06-14,87,false
Chunyang,Amphibolurus barbatus,Western bearded dragon,Fedora,Female,2010-02-27,38,true
Skoghall,Notechis semmiannulatus,"Snake, tiger",Jordon,Male,1997-03-04,11,false
Khe Tre,Microcebus murinus,Lesser mouse lemur,Goldina,Female,2013-10-06,91,true
Hezhi,Trichoglossus chlorolepidotus,"Lorikeet, scaly-breasted",Roana,Female,2019-09-08,37,false
Fengjiang,Marmota caligata,Hoary marmot,Jeanette,Female,2008-05-03,51,true
Puerto Boyacá,Erinaceus frontalis,"Hedgehog, south african",Charleen,Female,2013-01-17,86,true
Finspång,Stercorarius longicausus,Long-tailed jaeger,Porty,Male,2002-04-14,11,false
Baixo Guandu,Phalaropus lobatus,Red-necked phalarope,Claudia,Female,2019-03-03,47,false
Ḩajjah,Tiliqua scincoides,Blue-tongued skink,Shana,Female,2013-08-05,38,false
Quinjalca,Bradypus tridactylus,Pale-throated three-toed sloth,Nada,Female,1978-08-19,39,true
Milwaukee,Tiliqua scincoides,Blue-tongued skink,Janeen,Female,2009-08-04,12,true
Keelung,Cordylus giganteus,"Lizard, giant girdled",Cody,Female,1988-09-12,64,false
Jiazhuyuan,unavailable,African snake (unidentified),Evie,Agender,2001-12-23,28,true
Wanghu,Pseudalopex gymnocercus,Pampa gray fox,Teresa,Female,2008-08-01,99,true
Cidamar,Marmota caligata,"Marmot, hoary",Derrek,Male,1981-03-18,76,false
Irving,Butorides striatus,Little heron,Joella,Female,2011-10-20,76,true
Taotang,Cereopsis novaehollandiae,Cereopsis goose,Vernon,Male,1988-03-10,50,false
Soroti,Crax sp.,Currasow (unidentified),Teresa,Female,1999-03-05,57,true
Kiarajangkung,Aonyx cinerea,Small-clawed otter,Gerry,Male,2018-04-06,68,false
Wentang,Dusicyon thous,"Fox, savanna",Rowena,Female,1971-08-14,59,true
Wageningen,Vanessa indica,"Admiral, indian red",Goldi,Female,2018-03-16,50,true
Burgeo,Philetairus socius,Sociable weaver,Devina,Female,1993-10-23,87,false
Zawiya,Manouria emys,"Tortoise, asian foreset",Ruperto,Male,2006-07-07,46,false
Gabrovo,Otaria flavescens,Southern sea lion,Marielle,Female,1986-08-07,78,true
Horodnya,Motacilla aguimp,African pied wagtail,Georas,Male,1978-07-10,83,true
Bontoc,Ardea golieth,Giant heron,Ave,Polygender,2008-04-13,95,false
Pérama,Cervus elaphus,Red deer,Haily,Male,1982-06-05,38,false
Changqi,Tyto novaehollandiae,"Owl, australian masked",Kirk,Male,2020-09-30,64,true
Madoi,Trichoglossus chlorolepidotus,Scaly-breasted lorikeet,Selestina,Female,1998-09-04,11,true
Tyrawa Wołoska,Vanellus chilensis,Southern lapwing,Orelee,Female,2002-02-28,82,false
Girey,Larus fuliginosus,"Gull, lava",Earvin,Male,2016-06-13,98,false
Nong Hi,Martes pennanti,Fisher,Mayor,Agender,2000-05-02,15,false
Puji,Martes americana,"Marten, american",Anton,Male,2020-08-29,58,false
Zaslawye,Ramphastos tucanus,"Toucan, red-billed",Hanson,Male,1997-11-29,6,true
Lolayan,Threskionis aethiopicus,Sacred ibis,Onofredo,Male,1987-11-04,54,false
Chahe,Eunectes sp.,Anaconda (unidentified),Falito,Genderqueer,1972-02-25,23,true
Hayang,Alcelaphus buselaphus cokii,"Hartebeest, coke's",Gunar,Male,2000-11-20,3,false
Manika,Corvus brachyrhynchos,House crow,Kelcie,Female,1989-07-16,82,true
Venda,Felis concolor,South American puma,Frieda,Female,1984-04-10,20,true
Lajarik,Varanus sp.,Ground legaan,Aldus,Male,1995-08-09,23,true
Arles,Cervus canadensis,"Elk, Wapiti",Nichol,Female,2003-07-20,70,false
Timiryazevskiy,Milvago chimachima,"Caracara, yellow-headed",Dore,Male,2023-02-10,6,false
Kabor,Phascogale tapoatafa,Brush-tailed phascogale,Carver,Male,2008-01-29,19,false
Balengbeng,Priodontes maximus,"Armadillo, giant",Osgood,Bigender,1995-12-27,34,true
Cosmópolis,Choloepus hoffmani,Two-toed tree sloth,Iggie,Male,2010-10-23,83,false
Carrascal,Tamiasciurus hudsonicus,Red squirrel,Alice,Female,1977-08-14,52,true
Celendín,Loxodonta africana,African elephant,Kingston,Male,2014-05-19,3,false
Āshtīān,Sarkidornis melanotos,Knob-nosed goose,Sibeal,Female,2021-11-27,9,true
Yanshou,Felis concolor,"Lion, mountain",Tilly,Female,2016-08-28,73,false
Beja,Semnopithecus entellus,"Langur, gray",Elsey,Female,1995-07-24,70,false
Chipaque,Kobus defassa,"Waterbuck, common",Noll,Male,1974-01-06,85,true
Marcabal,Eurocephalus anguitimens,"Shrike, southern white-crowned",Wylma,Female,2016-09-29,100,true
Hushan,Chauna torquata,Crested screamer,Llewellyn,Male,1981-11-13,27,true
Gävle,Paradoxurus hermaphroditus,Common palm civet,Gilli,Non-binary,1970-01-28,31,true
Kugesi,Dusicyon thous,"Fox, crab-eating",Glen,Female,2023-02-19,48,true
Cipasung,Varanus salvator,Two-banded monitor,Geneva,Female,2019-11-28,9,false
Capacho Nuevo,Bubulcus ibis,Cattle egret,Caz,Male,1991-10-02,78,true
Olszówka,Hymenolaimus malacorhynchus,"Duck, blue",Bonny,Female,1970-07-16,61,false
Svetlyy,Loxodonta africana,"Elephant, african",Sydelle,Female,1986-04-30,6,true
Tekstil’shchiki,Ramphastos tucanus,White-throated toucan,Bernardo,Male,1982-03-23,3,true
Tari,Libellula quadrimaculata,Four-spotted skimmer,Madelene,Bigender,2011-01-02,74,true
Staryy Oskol,unavailable,Swallow (unidentified),Loy,Male,2012-01-24,70,false
Tawun,Cygnus buccinator,Trumpeter swan,Elsy,Female,2003-12-18,75,true
Krajan Kidul Rojopolo,Manouria emys,Burmese brown mountain tortoise,Malanie,Female,1991-10-21,68,false
Lagoa Santa,Butorides striatus,"Heron, green",Ahmad,Genderqueer,1988-03-31,63,false
Oslo,Estrilda erythronotos,"Waxbill, black-cheeked",Ty,Male,2021-08-06,43,false
Ejmiatsin,Tenrec ecaudatus,Tailless tenrec,Carver,Male,1987-07-24,60,true
Kurunegala,Coendou prehensilis,Prehensile-tailed porcupine,Rea,Female,2022-04-21,99,false
Hengtanggang,Theropithecus gelada,Bleeding heart monkey,Loren,Female,1984-10-25,42,true
